id,col,row,Longitude,Latitude,vs30
10351,79,48,13.440448112425146,42.649579476088896,521.3532
10352,80,48,13.446531489566704,42.649662150058944,472.52817
10353,81,48,13.452614892300293,42.6497445011161,555.289
10354,82,48,13.458698320525896,42.64982652925664,554.66907
10355,83,48,13.464781774143486,42.64990823447677,498.7264
10356,84,48,13.470865253053017,42.64998961677267,500.26984
10357,85,48,13.476948757154467,42.650070676140736,511.2308
10358,86,48,13.483032286347775,42.65015141257719,529.0293
10359,87,48,13.48911584053292,42.650231826078304,478.22653
10360,88,48,13.49519941960985,42.65031191664044,527.9571
10361,89,48,13.501283023478518,42.65039168425989,464.32288
10362,90,48,13.50736665203887,42.65047112893296,503.4169
10363,91,48,13.51345030519086,42.65055025065605,541.24756
10364,92,48,13.51953398283443,42.65062904942557,483.92557
10365,93,48,13.525617684869522,42.65070752523786,517.2459
10366,94,48,13.53170141119607,42.650785678089335,492.18835
10367,95,48,13.53778516171401,42.65086350797637,487.32452
10368,96,48,13.543868936323298,42.65094101489544,461.3969
10369,97,48,13.549952734923853,42.651018198842976,566.5761
10370,98,48,13.556036557415595,42.65109505981541,516.4167
10371,99,48,13.562120403698462,42.65117159780927,529.1314
10372,100,48,13.568204273672372,42.65124781282103,543.5154
10373,101,48,13.574288167237256,42.65132370484713,559.2532
10374,102,48,13.580372084293035,42.65139927388411,552.0608
10375,103,48,13.58645602473961,42.651474519928605,535.6697
10376,104,48,13.592539988476926,42.651549442977085,518.73627
10377,105,48,13.598623975404864,42.65162404302605,534.82495
10378,106,48,13.60470798542334,42.65169832007221,484.1443
10379,107,48,13.610792018432283,42.65177227411206,470.34933
10380,108,48,13.616876074331586,42.65184590514224,472.42603
10381,109,48,13.622960153021143,42.65191921315938,495.15668
10382,110,48,13.629044254400869,42.651992198160144,469.42224
10383,111,48,13.635128378370643,42.65206486014107,470.33594
10384,112,48,13.641212524830392,42.65213719909892,466.04288
10385,113,48,13.647296693679971,42.65220921503042,468.56216
10386,114,48,13.653380884819304,42.65228090793215,394.8978
10387,115,48,13.659465098148273,42.65235227780089,411.57858
10388,116,48,13.66554933356674,42.65242332463333,411.57858
10389,117,48,13.67163359097463,42.65249404842624,443.458
10390,118,48,13.677717870271792,42.65256444917634,425.7327
10391,119,48,13.683802171358112,42.65263452688044,411.57858
10392,120,48,13.689886494133484,42.65270428153534,478.93463
10393,121,48,13.69597083849777,42.65277371313776,457.48074
10394,122,48,13.702055204350838,42.65284282168464,442.45023
10395,123,48,13.708139591592568,42.65291160717263,467.56946
10396,124,48,13.714224000122831,42.652980069598726,461.76358
10397,125,48,13.720308429841484,42.65304820895973,457.25488
10398,126,48,13.726392880648396,42.65311602525258,429.07806
10399,127,48,13.732477352443434,42.65318351847403,432.38217
